nationality_name,overall
Italy,61
India,56
Spain,60
England,59
Colombia,62
England,52
France,62
Austria,68
India,53
United States,53
Korea Republic,59
Ghana,53
Côte d'Ivoire,62
Netherlands,60
England,62
Spain,59
Saudi Arabia,55
Sweden,57
Argentina,57
Saudi Arabia,57
England,57
Italy,62
Sweden,55
England,56
Italy,62
Spain,60
Saudi Arabia,55
Mali,59
Netherlands,57
Paraguay,64
China PR,55
India,51
France,65
China PR,51
Croatia,65
Spain,58
Hungary,65
Portugal,61
Chile,61
Germany,60
Korea Republic,60
India,58
Colombia,67
Saudi Arabia,58
Morocco,57
Switzerland,62
Denmark,59
France,51
Argentina,62
England,62
Colombia,68
Panama,62
Peru,61
Canada,59
Republic of Ireland,64
Equatorial Guinea,59
England,51
Türkiye,61
England,56
Chile,65
United States,64
France,61
France,58
Netherlands,59
Netherlands,59
Republic of Ireland,66
England,53
Australia,55
United States,52
Scotland,52
China PR,61
Norway,57
Cameroon,65
Netherlands,59
Canada,55
Korea Republic,55
Nigeria,59
Germany,57
France,64
China PR,50
Saudi Arabia,54
Norway,56
England,55
Denmark,64
Netherlands,59
Switzerland,51
Norway,57
England,50
Poland,62
Germany,61
Spain,67
Netherlands,61
Germany,62
Jamaica,55
Norway,62
Suriname,63
Italy,56
Albania,58
Republic of Ireland,62
United States,58
Belgium,58
Venezuela,59
Brazil,58
Wales,59
Chile,64
Venezuela,62
China PR,52
Croatia,65
Morocco,57
India,54
Peru,60
Türkiye,58
Germany,54
Norway,64
Italy,56
Australia,55
United States,61
Côte d'Ivoire,60
China PR,52
Morocco,65
Norway,63
Spain,67
Denmark,57
Scotland,55
France,58
Norway,59
Austria,67
Côte d'Ivoire,61
Chile,63
India,53
Republic of Ireland,50
Argentina,66
United States,60
Nigeria,61
France,58
Italy,58
Japan,56
New Zealand,52
Norway,63
Jamaica,64
Luxembourg,63
England,56
France,63
New Zealand,54
Syria,54
United States,67
Republic of Ireland,63
China PR,55
Korea Republic,53
Argentina,66
India,53
Saudi Arabia,50
Cyprus,56
England,64
Switzerland,53
Germany,66
France,62
Sweden,61
England,61
England,59
China PR,52
Kosovo,65
Republic of Ireland,63
Morocco,55
Germany,56
Trinidad and Tobago,57
Bosnia and Herzegovina,61
Hong Kong,55
Germany,67
Canada,55
Norway,58
Côte d'Ivoire,57
Czechia,56
Germany,56
Argentina,61
India,56
Austria,59
Norway,60
Scotland,58
England,55
Canada,57
China PR,59
Chile,61
Canada,59
England,50
Ukraine,65
Belgium,57
France,61
Ecuador,55
France,62
Germany,64
Spain,63
Türkiye,59
Montserrat,60
Republic of Ireland,52
Argentina,72
Colombia,59
Sweden,59
Switzerland,58
Argentina,62
Venezuela,60
Saudi Arabia,61
Australia,56
Argentina,64
Canada,62
Chile,58
Scotland,55
England,60
Switzerland,59
Argentina,56
Scotland,58
Saudi Arabia,62
England,61
United States,66
Belgium,51
Colombia,65
Cameroon,61
England,59
England,58
England,57
Germany,58
United States,56
Sweden,68
Switzerland,63
Nigeria,58
Venezuela,66
Colombia,66
England,62
Germany,61
Sweden,58
Argentina,56
Brazil,65
Croatia,61
Australia,52
New Zealand,56
Switzerland,58
France,64
Germany,63
Germany,58
France,53
Italy,61
Senegal,64
Switzerland,60
Norway,56
Paraguay,56
Germany,63
Netherlands,65
Italy,59
New Zealand,52
England,59
Netherlands,62
Scotland,62
Saudi Arabia,60
Saint Lucia,66
Japan,57
Saudi Arabia,59
Saudi Arabia,56
England,62
Australia,57
Republic of Ireland,57
Montenegro,66
Italy,67
Brazil,59
Nigeria,58
Germany,64
Sweden,60
Argentina,55
Argentina,62
Argentina,65
Sweden,64
Austria,64
Nigeria,56
Spain,58
Argentina,74
Ukraine,61
Australia,54
Spain,79
Serbia,64
Portugal,61
Slovenia,60
France,61
England,60
Hong Kong,60
Denmark,56
Australia,52
France,59
Germany,59
China PR,57
United States,55
Wales,52
Serbia,82
Belgium,60
Jamaica,62
India,53
China PR,54
Spain,61
Australia,78
Australia,52
England,53
France,53
Italy,69
England,58
Korea Republic,58
Australia,56
Norway,57
England,58
Uruguay,67
England,59
England,58
Mali,57
Belgium,55
Ghana,57
India,65
Romania,52
Norway,55
Côte d'Ivoire,62
England,65
Nigeria,59
England,61
Argentina,64
Italy,72
India,51
England,67
England,57
Peru,57
Denmark,60
Ghana,58
Colombia,67
Chile,65
Saudi Arabia,56
Sweden,59
Paraguay,60
Germany,57
Türkiye,65
Italy,65
Saudi Arabia,55
Belgium,55
Bolivia,52
Norway,63
China PR,53
Colombia,63
Argentina,57
Sweden,54
Guinea,52
United States,61
Germany,56
Switzerland,58
Germany,51
Ghana,62
India,55
Belgium,60
England,56
Norway,56
Argentina,65
Italy,61
Switzerland,56
England,60
Netherlands,58
Türkiye,62
France,62
India,53
Brazil,61
Brazil,67
France,61
Germany,58
Burkina Faso,56
Denmark,63
Uruguay,60
Poland,55
Germany,58
Norway,57
Nigeria,57
Romania,58
Venezuela,58
Italy,64
England,51
China PR,62
Australia,55
Australia,53
Serbia,61
England,61
France,59
Ghana,60
Saudi Arabia,55
Austria,56
United States,57
Germany,63
England,66
England,58
Romania,57
Denmark,58
Mali,61
India,55
United States,58
Slovakia,69
France,53
South Africa,57
England,62
Côte d'Ivoire,63
England,63
England,59
England,64
Germany,61
France,59
Italy,65
Dominican Republic,57
Colombia,68
Sweden,56
Chile,57
Saudi Arabia,55
Germany,67
Bolivia,59
Republic of Ireland,54
Wales,57
Senegal,55
Greece,68
Denmark,59
Sierra Leone,57
Côte d'Ivoire,54
Australia,59
Italy,65
Poland,56
Argentina,64
United States,58
Poland,56
India,52
Saudi Arabia,61
France,57
United States,63
Austria,55
England,55
India,55
Switzerland,52
Romania,57
India,53
France,61
United States,60
France,66
Saudi Arabia,59
England,57
Burkina Faso,58
Korea Republic,57
Luxembourg,64
Sweden,61
Saudi Arabia,55
England,53
Germany,61
Japan,66
India,63
Sweden,58
Saudi Arabia,53
Switzerland,59
Italy,59
Scotland,57
United States,56
Poland,63
Côte d'Ivoire,58
Germany,58
Norway,55
Hong Kong,61
Belgium,58
Portugal,61
Italy,55
France,61
Mexico,56
Netherlands,62
China PR,55
Austria,61
Sweden,64
Australia,61
Italy,53
Denmark,60
Türkiye,57
Korea Republic,55
Germany,57
Italy,63
Antigua and Barbuda,56
China PR,56
Saudi Arabia,52
Australia,49
India,50
Germany,60
Romania,60
England,53
England,55
Senegal,60
Croatia,57
Poland,58
England,52
Colombia,57
Switzerland,87
Germany,62
Ghana,59
Germany,56
France,64
Belgium,51
Sweden,59
Austria,56
Slovenia,88
Netherlands,63
Republic of Ireland,56
Canada,61
Saudi Arabia,64
Australia,60
Poland,63
Spain,64
India,49
Northern Ireland,57
Republic of Ireland,59
Saudi Arabia,52
United States,57
Netherlands,58
Belgium,54
Australia,52
China PR,58
Germany,65
Portugal,51
Saudi Arabia,61
Austria,63
Germany,57
Australia,65
Saudi Arabia,57
Saudi Arabia,53
Austria,67
Bolivia,60
England,55
Australia,56
Paraguay,62
Italy,60
Italy,59
Peru,59
Jamaica,60
Republic of Ireland,53
Japan,54
France,62
Korea Republic,58
Wales,56
China PR,52
England,58
England,57
France,51
Poland,56
Scotland,61
Poland,59
Bolivia,57
Argentina,67
Algeria,57
Ghana,71
Croatia,57
Saudi Arabia,58
Germany,59
Sweden,59
Germany,66
Croatia,65
Saudi Arabia,58
Paraguay,65
Germany,61
Romania,59
Republic of Ireland,60
Sweden,53
Canada,78
Romania,57
England,77
Korea Republic,58
India,52
Wales,62
Saudi Arabia,56
Senegal,61
Denmark,59
England,54
Brazil,65
China PR,56
Australia,57
Senegal,57
Germany,81
Wales,57
Norway,61
United States,57
Saudi Arabia,52
Spain,60
Ghana,60
Sweden,56
China PR,51
England,60
India,55
Poland,53
Korea Republic,52
Sweden,62
Saudi Arabia,52
Italy,68
Puerto Rico,60
Iceland,53
Australia,53
Türkiye,56
Colombia,62
Italy,68
Sweden,64
China PR,53
Germany,64
Netherlands,57
Albania,57
Republic of Ireland,57
Belgium,57
Yemen,49
Brazil,65
Brazil,61
Saudi Arabia,57
Israel,61
Peru,55
China PR,54
Germany,66
England,59
United States,67
United States,52
Côte d'Ivoire,57
Northern Ireland,53
Georgia,69
England,60
England,56
Romania,58
India,58
England,61
India,54
Korea Republic,47
Brazil,59
Syria,59
India,55
United States,60
Côte d'Ivoire,59
Germany,57
Uruguay,66
Serbia,54
England,56
Nigeria,62
Venezuela,59
Korea Republic,64
China PR,52
England,52
Austria,58
Albania,52
Poland,56
England,54
Chile,60
Uruguay,64
Algeria,60
France,57
Colombia,58
India,55
England,63
Honduras,56
Italy,62
Paraguay,58
Australia,51
Korea Republic,48
Scotland,64
Romania,52
India,61
Portugal,62
Saudi Arabia,59
Saudi Arabia,57
Republic of Ireland,55
Germany,65
Bolivia,64
Italy,61
Netherlands,58
England,61
Australia,52
Ukraine,58
India,51
Denmark,79
Sweden,58
Denmark,53
Germany,65
Poland,53
Romania,56
Switzerland,57
Austria,53
Australia,56
Kosovo,56
India,54
Saudi Arabia,54
Gambia,58
United States,62
Wales,55
Guinea,56
Scotland,58
Belgium,58
China PR,53
Korea Republic,57
Portugal,67
France,57
Sweden,57
Australia,52
Brazil,64
Saudi Arabia,66
Belgium,57
India,55
France,77
Sweden,57
France,57
India,56
Guyana,58
Korea Republic,54
Croatia,64
Australia,55
Italy,56
Austria,55
Angola,55
Switzerland,63
Scotland,56
Austria,58
England,65
Sweden,56
Hungary,61
Saudi Arabia,54
Saudi Arabia,51
Uruguay,55
Ecuador,55
Sweden,56
Argentina,65
Norway,56
Sweden,59
China PR,57
France,57
Korea Republic,51
Finland,55
Norway,57
Netherlands,57
Denmark,62
Sweden,57
France,58
China PR,54
Germany,65
Argentina,59
Saudi Arabia,57
Montenegro,64
England,54
Romania,56
England,50
Korea Republic,52
France,55
Argentina,58
Sweden,64
Netherlands,57
Bulgaria,64
Ghana,58
Argentina,60
Germany,56
Republic of Ireland,58
Saudi Arabia,55
Saudi Arabia,48
Norway,64
Sweden,65
Peru,58
Poland,56
Brazil,56
Argentina,60
Italy,57
Saudi Arabia,58
France,59
England,55
China PR,47
Chile,63
Germany,53
Germany,58
Romania,62
United States,57
Saudi Arabia,62
England,64
Gambia,58
Uruguay,65
Italy,61
Scotland,56
Germany,58
England,53
Germany,57
England,55
France,60
India,55
England,66
Saudi Arabia,54
China PR,51
Australia,61
China PR,56
France,59
England,56
Poland,79
France,62
Suriname,61
France,63
England,61
Argentina,57
Saudi Arabia,50
Republic of Ireland,60
Türkiye,61
England,64
Bolivia,59
United States,54
Switzerland,59
England,54
Italy,89
Scotland,57
Denmark,58
France,61
Italy,81
England,57
Saudi Arabia,50
Belgium,53
England,53
Saudi Arabia,56
India,52
Argentina,58
Nigeria,59
China PR,59
Sweden,61
Portugal,69
France,59
Argentina,82
France,63
Italy,66
United States,54
Saudi Arabia,53
Italy,61
Korea Republic,51
France,76
Saudi Arabia,57
England,54
Denmark,57
Guinea,58
Norway,65
Brazil,58
Korea Republic,50
Germany,60
Sweden,63
China PR,58
Norway,61
India,53
India,51
France,62
Ghana,56
Colombia,62
Australia,52
Saudi Arabia,53
Serbia,58
Argentina,66
Côte d'Ivoire,59
Egypt,53
Romania,58
United States,50
England,60
Morocco,62
India,48
Côte d'Ivoire,56
Germany,62
Romania,68
United States,56
England,55
Saudi Arabia,52
United States,56
Saudi Arabia,51
India,55
Georgia,57
India,50
Sweden,55
Norway,57
Portugal,57
England,62
Switzerland,62
Cameroon,58
Venezuela,59
Germany,55
Türkiye,75
England,62
Croatia,59
Republic of Ireland,59
Norway,57
Switzerland,59
Portugal,53
Switzerland,56
Greece,79
India,50
Poland,55
Saudi Arabia,50
Korea Republic,55
Argentina,66
France,57
Germany,58
Norway,56
Northern Ireland,56
France,57
Nigeria,52
Australia,66
Romania,54
Colombia,60
Korea Republic,51
Saudi Arabia,55
Germany,57
China PR,48
Brazil,54
Germany,61
China PR,58
India,53
Switzerland,61
Norway,56
Türkiye,80
Poland,65
India,54
Serbia,64
Saudi Arabia,57
England,61
United States,53
Romania,57
Poland,52
Norway,58
Korea Republic,48
Nigeria,54
Türkiye,57
Argentina,66
England,55
Norway,55
Portugal,62
China PR,47
Saudi Arabia,56
Argentina,55
Germany,57
United States,54
Italy,58
Senegal,62
India,53
England,55
Italy,59
Brazil,60
China PR,54
England,56
India,49
Saudi Arabia,51
Chile,77
Denmark,57
China PR,47
China PR,47
United States,63
Republic of Ireland,54
United States,54
Saudi Arabia,53
Serbia,59
Romania,55
Germany,65
France,54
Morocco,57
England,58
Norway,57
Peru,63
China PR,49
Italy,61
Netherlands,56
Sweden,56
Cameroon,59
Saudi Arabia,55
Korea Republic,57
Poland,62
Saudi Arabia,54
Romania,54
England,55
China PR,47
Saudi Arabia,53
Argentina,61
Korea Republic,60
Italy,59
Republic of Ireland,59
Nigeria,49
Argentina,60
England,55
Germany,61
Switzerland,55
Saudi Arabia,54
Saudi Arabia,52
Poland,56
India,48
Sweden,54
United States,55
India,54
Korea Republic,58
China PR,48
Sweden,62
China PR,47
Denmark,63
Korea Republic,63
India,49
Scotland,58
Netherlands,57
Romania,64
Chile,67
Germany,59
Australia,55
Suriname,59
Italy,60
India,53
Norway,60
Poland,84
England,60
India,54
India,49
Spain,78
India,51
India,51
Italy,82
China PR,61
Italy,76
England,61
Chile,55
Congo,59
Australia,55
Germany,57
Sweden,62
Gambia,56
Korea Republic,60
England,60
Switzerland,58
Italy,56
Colombia,65
Republic of Ireland,59
India,60
Saudi Arabia,49
England,60
Tunisia,61
Argentina,78
Saint Kitts and Nevis,56
England,55
New Zealand,71
Germany,60
India,51
England,56
Sweden,64
Argentina,55
India,50
Spain,69
Saudi Arabia,56
Korea Republic,61
England,58
Belgium,57
Chile,56
Argentina,57
Saudi Arabia,53
Argentina,55
Sweden,56
Chile,54
China PR,51
Nigeria,56
Germany,54
Korea Republic,55
Germany,57
Peru,63
Bolivia,55
England,55
Germany,57
China PR,60
Germany,58
England,59
England,57
Wales,56
Ecuador,58
Korea Republic,49
Germany,60
England,54
England,70
Luxembourg,64
Croatia,80
England,56
Italy,57
Korea Republic,52
China PR,56
Bosnia and Herzegovina,52
Poland,65
Senegal,63
United States,52
Italy,51
India,53
United States,54
Venezuela,57
Republic of Ireland,56
Venezuela,60
Kosovo,57
India,52
France,61
Australia,54
Saudi Arabia,54
Argentina,55
Germany,77
Australia,54
France,58
Korea Republic,58
Scotland,54
Sweden,60
Netherlands,58
Paraguay,60
India,53
Indonesia,63
Côte d'Ivoire,56
Argentina,66
Denmark,62
Saudi Arabia,56
China PR,54
Argentina,62
Australia,54
Switzerland,58
India,55
Korea Republic,47
Morocco,58
United States,55
England,58
Saudi Arabia,54
Korea Republic,52
China PR,52
Switzerland,57
Morocco,59
Nigeria,62
France,59
Bolivia,57
Congo,60
Uruguay,63
Korea Republic,49
China PR,54
China PR,47
Belgium,89
Italy,56
India,48
Malta,52
China PR,52
England,54
England,53
China PR,47
Netherlands,57
Germany,60
England,63
China PR,57
Sweden,53
China PR,64
Germany,59
Venezuela,55
Korea Republic,47
Germany,58
Argentina,61
Chile,72
Republic of Ireland,61
France,56
Czechia,69
Republic of Ireland,56
United States,59
Italy,56
Italy,56
Germany,64
India,52
Brazil,63
Zimbabwe,53
Serbia,54
France,58
Congo DR,52
England,57
France,63
Côte d'Ivoire,60
Moldova,53
China PR,48
Korea Republic,60
Russia,74
Norway,59
China PR,52
Finland,58
Spain,58
India,53
Croatia,65
Korea Republic,56
England,58
Romania,53
Norway,54
Italy,73
Norway,57
Congo DR,57
Serbia,57
Sweden,55
Northern Ireland,57
Scotland,57
Wales,59
Türkiye,78
England,52
Korea Republic,57
Korea Republic,60
France,59
Saudi Arabia,47
France,60
Uruguay,66
United States,64
Dominican Republic,57
China PR,49
United States,53
China PR,50
Portugal,76
Netherlands,58
Republic of Ireland,59
Luxembourg,75
England,62
Lithuania,56
Saudi Arabia,57
Republic of Ireland,61
France,57
England,62
Saudi Arabia,58
Scotland,53
Australia,60
Sweden,58
India,50
Germany,80
Argentina,50
Nigeria,55
Paraguay,53
Wales,59
New Zealand,53
Italy,60
Australia,54
England,56
England,57
Albania,61
France,59
India,48
Korea Republic,48
France,60
Germany,60
Argentina,61
Saudi Arabia,54
China PR,49
India,54
Saudi Arabia,65
Côte d'Ivoire,54
England,58
England,54
Italy,82
Saudi Arabia,56
China PR,53
United States,54
England,75
Korea Republic,64
Germany,59
India,52
Scotland,54
Norway,58
Saudi Arabia,51
Romania,52
United States,54
France,57
Guinea,62
Denmark,56
England,55
Argentina,51
Finland,60
Norway,55
Germany,61
Austria,63
Korea Republic,54
India,54
Argentina,59
Argentina,57
China PR,61
Brazil,56
Republic of Ireland,58
India,54
China PR,47
Saudi Arabia,53
Argentina,63
Argentina,76
Korea Republic,51
Poland,54
Italy,59
India,49
Republic of Ireland,62
Serbia,79
Germany,59
India,55
Saudi Arabia,54
Italy,56
England,76
Saudi Arabia,56
Uruguay,79
England,56
Saudi Arabia,53
England,57
India,51
Korea Republic,50
India,55
Jamaica,58
Australia,52
Chile,56
Saudi Arabia,54
Germany,59
India,53
Germany,59
Paraguay,56
Romania,54
India,48
Belgium,63
Australia,52
Australia,57
Argentina,77
Türkiye,58
India,52
Korea Republic,49
Colombia,59
Netherlands,72
China PR,56
Argentina,56
Tunisia,59
India,53
United States,54
Korea Republic,52
Denmark,58
Australia,55
Venezuela,58
Korea Republic,53
China PR,49
England,53
Germany,59
Portugal,57
India,47
Chile,65
Germany,61
India,53
Argentina,70
Austria,60
Norway,55
Türkiye,57
Spain,83
China PR,48
Chile,54
Spain,85
India,48
United States,63
Republic of Ireland,58
United States,49
Korea Republic,52
Korea Republic,52
China PR,47
Republic of Ireland,58
Argentina,55
Paraguay,56
Austria,53
Germany,55
United States,54
Austria,54
Moldova,59
Sweden,56
Germany,61
Chile,59
Belgium,52
Sweden,58
Croatia,60
Korea Republic,52
Spain,74
India,53
United States,56
Italy,56
Greece,62
Italy,57
Northern Ireland,68
China PR,47
Korea Republic,57
China PR,47
Wales,59
Saudi Arabia,52
Argentina,57
Scotland,52
France,56
Korea Republic,53
United States,60
Türkiye,62
Serbia,79
Togo,52
Nigeria,55
England,58
Sweden,56
India,53
India,48
France,56
Chile,70
India,50
Republic of Ireland,52
Spain,76
France,62
Australia,53
China PR,47
Congo,56
China PR,70
England,53
Portugal,77
Romania,51
United States,53
Argentina,78
Switzerland,76
Germany,58
England,81
Republic of Ireland,57
Korea Republic,58
Belgium,74
Korea Republic,50
India,48
Brazil,76
Korea Republic,52
Bolivia,53
France,80
Saudi Arabia,54
England,52
Korea Republic,52
Korea Republic,58
Saudi Arabia,50
Spain,75
Hungary,85
Korea Republic,52
Germany,56
Angola,59
Denmark,71
Romania,56
Australia,53
Korea Republic,48
Colombia,52
Austria,56
Spain,73
England,57
India,53
United States,53
Uruguay,74
France,59
India,51
Türkiye,57
United States,52
England,54
Norway,56
Mali,57
Scotland,52
Japan,59
Australia,57
India,51
Italy,62
Bulgaria,70
Korea Republic,49
Australia,58
Belgium,83
Republic of Ireland,55
Switzerland,54
Trinidad and Tobago,51
England,57
China PR,52
Brazil,57
Suriname,72
Spain,79
Italy,56
Paraguay,57
Poland,53
Panama,72
Russia,59
Netherlands,57
England,53
England,53
Argentina,58
China PR,54
Republic of Ireland,63
Korea Republic,47
Spain,81
France,77
Australia,52
Argentina,75
Romania,53
South Africa,51
India,54
Slovenia,59
Sweden,57
Bolivia,60
England,58
Slovakia,77
Republic of Ireland,63
Yemen,53
Brazil,82
Denmark,60
France,60
Australia,54
Denmark,58
Brazil,81
Venezuela,57
Uruguay,61
China PR,56
Mauritania,53
France,76
Brazil,53
Bolivia,59
United States,48
Belgium,55
Korea Republic,53
Germany,76
China PR,52
Liberia,50
Australia,56
United States,52
Scotland,60
Saudi Arabia,58
Belgium,82
Switzerland,59
Romania,52
Romania,54
Netherlands,79
Spain,54
Saudi Arabia,47
United States,53
Switzerland,57
Switzerland,56
Croatia,60
Brazil,54
China PR,52
Sweden,71
China PR,69
China PR,51
China PR,51
India,51
Korea Republic,47
United States,61
China PR,47
China PR,53
United States,73
England,81
Germany,56
United States,55
Hong Kong,50
United States,54
India,52
England,53
India,49
Germany,73
Switzerland,48
Uruguay,63
France,57
Côte d'Ivoire,49
Saudi Arabia,55
Austria,55
Germany,59
Spain,70
Netherlands,57
Italy,52
Saudi Arabia,55
United States,55
Portugal,70
Belgium,76
Korea Republic,54
Argentina,71
Germany,57
Syria,51
Denmark,56
India,48
Türkiye,51
India,52
India,52
China PR,51
Spain,77
China PR,54
India,50
Germany,72
Morocco,74
Türkiye,56
Saudi Arabia,53
United States,53
Belgium,53
United States,51
India,49
Germany,55
China PR,54
Korea Republic,47
Romania,52
England,63
United States,55
Canada,57
India,51
Ecuador,72
Denmark,75
Germany,58
Saudi Arabia,53
England,57
China PR,54
Australia,50
Switzerland,59
Canada,57
Norway,53
Hungary,57
United States,53
Venezuela,56
Türkiye,54
Gibraltar,52
Norway,55
Spain,70
India,50
England,69
Saudi Arabia,53
Republic of Ireland,50
Wales,51
Republic of Ireland,55
Peru,60
Türkiye,55
India,48
England,76
Saudi Arabia,51
Austria,55
Korea Republic,52
India,49
Germany,62
Switzerland,58
Scotland,66
Croatia,77
Denmark,76
Türkiye,50
Italy,82
Switzerland,70
England,54
Morocco,57
Northern Ireland,63
China PR,55
Serbia,80
Australia,54
Argentina,79
Switzerland,52
Australia,55
Romania,51
China PR,52
Norway,55
India,51
Morocco,82
England,69
Spain,72
Colombia,75
Saudi Arabia,53
Austria,57
Republic of Ireland,54
Republic of Ireland,53
Switzerland,76
Austria,54
India,51
Korea Republic,49
Finland,54
India,50
Republic of Ireland,53
Spain,85
Germany,60
China PR,52
India,56
Argentina,71
Republic of Ireland,52
Sweden,56
United States,51
Republic of Ireland,59
Netherlands,75
India,53
India,51
Morocco,53
Netherlands,78
China PR,49
Ghana,49
Saudi Arabia,54
India,52
Romania,51
Germany,56
Saudi Arabia,54
Switzerland,58
Australia,51
Korea Republic,52
China PR,50
Austria,57
Korea Republic,50
United States,53
Kosovo,72
Romania,51
Denmark,67
Lithuania,57
China PR,55
Cabo Verde,74
Chile,59
Argentina,53
France,60
Brazil,48
England,52
Republic of Ireland,55
England,54
Italy,72
Belgium,55
Belgium,58
India,53
China PR,49
India,52
Italy,56
Netherlands,69
Scotland,56
Korea Republic,48
Paraguay,58
China PR,51
India,54
United States,61
Korea Republic,59
Jamaica,51
China PR,52
United States,62
Portugal,73
Austria,72
India,50
China PR,48
Spain,83
India,50
India,53
India,52
India,50
Poland,52
India,53
Germany,59
England,51
Germany,60
Germany,69
Portugal,84
India,51
Türkiye,48
Sweden,68
Korea Republic,52
India,49
Saudi Arabia,57
Ecuador,73
Hungary,68
United States,52
Spain,79
Nigeria,58
Argentina,78
China PR,51
India,52
Argentina,74
Belgium,77
Argentina,74
Albania,52
Denmark,70
Belgium,69
Netherlands,78
Brazil,80
Germany,56
Argentina,69
China PR,53
Republic of Ireland,79
India,48
Germany,59
Argentina,79
Argentina,71
Chile,64
United States,51
Saudi Arabia,50
India,52
Scotland,58
Australia,50
Paraguay,72
Poland,75
United States,53
Switzerland,51
Germany,53
Switzerland,72
Saudi Arabia,51
Spain,73
United States,55
Ukraine,74
Austria,53
Republic of Ireland,51
Australia,53
India,49
Argentina,65
Bolivia,59
India,49
Switzerland,86
England,65
Argentina,51
Germany,55
England,51
England,53
Germany,83
Scotland,66
United States,52
Germany,54
India,51
Spain,68
Republic of Ireland,51
Japan,49
Korea Republic,50
Saudi Arabia,54
Wales,72
England,73
Türkiye,70
Cyprus,55
Portugal,81
Switzerland,50
Korea Republic,49
France,74
England,53
Korea Republic,49
Switzerland,55
Saudi Arabia,49
Argentina,75
Austria,56
Switzerland,71
Australia,54
Canada,52
Switzerland,74
France,56
Korea Republic,56
Saudi Arabia,54
India,52
Netherlands,77
Korea Republic,51
Chile,71
Australia,56
United States,50
India,49
England,52
Korea Republic,53
Spain,74
Korea Republic,51
Argentina,67
Colombia,76
Switzerland,77
Austria,70
Chile,72
Saudi Arabia,52
China PR,47
Saudi Arabia,54
China PR,50
Colombia,50
Korea Republic,51
Denmark,53
Türkiye,51
Germany,76
India,51
Belgium,74
Brazil,72
China PR,48
Italy,74
England,64
Korea Republic,49
Korea Republic,55
Brazil,56
Germany,55
Korea Republic,49
Germany,77
Netherlands,66
Saudi Arabia,48
Argentina,70
Italy,58
Qatar,62
India,50
England,76
Congo DR,67
England,51
China PR,49
England,66
Republic of Ireland,51
Netherlands,78
Spain,71
Spain,72
Argentina,50
North Macedonia,79
China PR,51
Argentina,72
China PR,48
Türkiye,77
Norway,70
India,50
Germany,78
England,53
Australia,70
Korea Republic,53
Paraguay,71
Denmark,70
Argentina,58
China PR,48
Spain,73
Jamaica,51
Serbia,56
England,68
India,49
Denmark,77
Portugal,68
China PR,51
United Arab Emirates,53
Australia,52
India,50
United States,50
Spain,72
Italy,78
Korea Republic,50
Peru,72
Argentina,79
England,51
India,54
India,57
Scotland,72
Côte d'Ivoire,75
China PR,47
England,52
Belgium,76
Poland,79
Canada,69
Norway,76
Poland,76
India,50
Australia,50
Australia,51
Argentina,72
Türkiye,53
Spain,74
United States,56
China PR,48
Nigeria,51
England,64
Italy,67
India,51
Serbia,49
United States,48
England,51
Spain,70
India,53
China PR,53
Germany,81
Korea Republic,52
Poland,68
India,49
Hong Kong,53
China PR,47
France,68
England,70
Uruguay,66
India,49
Korea Republic,49
China PR,49
China PR,49
United States,50
China PR,48
England,51
Korea Republic,50
Croatia,73
Brazil,75
India,49
Jamaica,75
Switzerland,53
United States,49
India,50
Germany,70
China PR,66
Italy,70
Germany,73
China PR,49
Sweden,72
China PR,54
England,72
Korea Republic,48
Korea Republic,50
Ghana,73
China PR,48
Korea Republic,47
Norway,67
Sweden,73
Brazil,75
Venezuela,50
Korea Republic,47
Brazil,73
Scotland,62
Korea Republic,53
Republic of Ireland,65
Bolivia,72
United States,55
Italy,67
Uruguay,71
United States,66
United States,52
Senegal,80
Spain,71
England,52
England,54
Korea Republic,74
Peru,56
Korea Republic,48
New Zealand,65
France,78
England,66
India,49
Republic of Ireland,73
Germany,55
China PR,49
Korea Republic,48
Spain,79
Saudi Arabia,62
England,51
Republic of Ireland,57
China PR,49
Chile,62
Korea Republic,56
China PR,52
Germany,74
Korea Republic,51
Denmark,69
China PR,57
England,66
Russia,78
China PR,47
Chile,66
England,68
China PR,68
Ukraine,80
India,47
Australia,52
Norway,70
Korea Republic,49
India,51
Northern Ireland,64
China PR,54
Senegal,70
China PR,50
Belgium,73
China PR,47
England,59
Australia,61
Korea Republic,48
Argentina,71
Ecuador,64
England,71
Italy,54
Argentina,70
Slovakia,74
Italy,76
China PR,48
Republic of Ireland,48
Türkiye,70
England,64
Spain,77
Nigeria,53
France,72
Belgium,73
Spain,67
Chile,71
Italy,76
Korea Republic,52
Korea Republic,51
India,55
China PR,48
Saudi Arabia,51
Argentina,69
Paraguay,67
Republic of Ireland,50
Northern Ireland,65
Spain,73
Saudi Arabia,51
China PR,47
Brazil,79
Greece,74
Indonesia,78
Iceland,68
Greece,68
China PR,47
Greece,73
Germany,73
Brazil,76
Saudi Arabia,49
Brazil,70
Czechia,70
England,69
Germany,52
Argentina,49
India,50
Austria,68
Denmark,63
England,56
Burkina Faso,73
Korea Republic,50
China PR,49
China PR,65
Bolivia,56
Saudi Arabia,49
Sweden,67
Georgia,53
China PR,47
England,51
Austria,68
England,67
Greece,72
Brazil,72
Korea Republic,49
Senegal,69
Germany,69
Poland,59
Serbia,70
China PR,47
Brazil,75
China PR,48
Brazil,63
Norway,69
China PR,47
Norway,66
France,67
England,71
